WORD_ID,WORD,core_ethics,negative_impact,technology_term,human_condition,action_verb,trash_word,fairness,transparency,accountability,privacy,safety,beneficence,honesty,inclusion,diversity,accessibility,equity,governance,oversight,testing,monitoring,documentation,risk_identification,risk_mitigation,harm_prevention,collaboration,engagement,feedback,sustainability,future_risk,societal_impact,education,prohibition,limitation
WORD00001,speech,,,,speech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00002,extensive,,,,,,extensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00003,correctly,,,,,,correctly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00004,scraped,,,,,,scraped,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00005,manages,,,,,manages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00006,facto,,,,,,facto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00007,advance,,,,,,advance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00008,artifacts,,,,,,artifacts,,artifacts,,,,,,,,,,,,,,artifacts,,,,,,,,,,,,
WORD00009,piloted,,,,,piloted,piloted,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00010,operations,,,,,,operations,,,,,,,,,,,,operations,,,,,,,,,,,,,,,,
WORD00011,covid,,,,,,covid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00012,pmma,,,pmma,,,pmma,,,,,,,,,,,,pmma,,,,,,,,,,,,,,,,
WORD00013,quality,,,,,,quality,,,,,,,,,,,,,,quality,,,,,,,,,,,,,,
WORD00014,genders,,,,genders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00015,people,,,,people,,people,,,,,,,,,,,,,,,,,,,,,people,,,,,,,
WORD00016,extract,,,extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00017,approach,,,,,,approach,,,,,,,,,,,,,,,,,,,,approach,,,,,,,,
WORD00018,several,,,,,,several,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00019,trace,,,,,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00020,process,,,,,,process,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00021,enhance,,,,,enhance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00022,wearing,,,,,,wearing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00023,provided,,,,,provided,provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00024,eventually,,,,,,eventually,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00025,issues,,,,,,issues,,,,,,,,,,,,,,,,,issues,,,,,,,,,,,
WORD00026,combining,,,,,combining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00027,moderation,,,,,,moderation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00028,definition,,,,,,definition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00029,began,,,,,began,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00030,otherwise,,,,,,otherwise,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00031,inherent,,,,,,inherent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00032,raising,,,,,raising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00033,context,,,,context,,context,,,,,,,,,,,,,,,,,,,,,,,,,,,,context
WORD00034,scientists,,,,,,scientists,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00035,security,,,security,,,security,,,,security,security,,,,,,,,,,,,,,,,,,,,,,,
WORD00036,sharing,,,,,sharing,sharing,,,,,,,,,,,,,,,,,,,,sharing,,,,,,,,
WORD00037,transparency,,,,,,,,transparency,,,,,transparency,,,,,,,,,,,,,,,,,,,,,
WORD00038,attending,,,,,,attending,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00039,component,,,,,,component,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00040,projects,,,,,,projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00041,github,,,github,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00042,local,,,,,,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00043,types,,,,,,types,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00044,fewer,,,,,,fewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,fewer
WORD00045,rigorous,,,,,,rigorous,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00046,ads,,,,,,ads,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00047,enterprise,,,,,,enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00048,associated,,,,,,associated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00049,labels,,,,,,labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00050,names,,,,,,names,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00051,focus,,,,,focus,focus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00052,practices,,,,,,practices,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00053,ethnicity,,,,ethnicity,,,,,,,,,,,ethnicity,,,,,,,,,,,,,,,,,,,
WORD00054,io,,,,,,io,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00055,providing,,,,,providing,providing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00056,acceptable,,,,,,acceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00057,challenge,,challenge,,,,challenge,,,,,,,,,,,,,,,,,challenge,,,,,,,,,,,
WORD00058,confusion,,,,,,confusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00059,graduates,,,,,,graduates,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00060,girls,,,,girls,,girls,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00061,designers,,,,,,designers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00062,rounds,,,,,,rounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00063,scale,,,scale,,scale,scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00064,opening,,,,,opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
