WORD_ID,WORD,core_ethics,negative_impact,technology_term,human_condition,action_verb,trash_word,fairness,transparency,accountability,privacy,safety,beneficence,honesty,inclusion,diversity,accessibility,equity,governance,oversight,testing,monitoring,documentation,risk_identification,risk_mitigation,harm_prevention,collaboration,engagement,feedback,sustainability,future_risk,societal_impact,education,prohibition,limitation
WORD00001,toward,,,,,,toward,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00002,celebrity,,,,celebrity,,celebrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00003,suppliers,,,,,,suppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00004,enterprise,,,,,,enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00005,need,,,,need,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00006,principles,principles,,,,,principles,,,,,,,,,,,,principles,,,,,,,,,,,,,,,,
WORD00007,date,,,,,,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00008,account,,,,,,account,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00009,mentoring,,,,,,mentoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00010,contributing,,,,,contributing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00011,data,,,data,,,,,,,data,,,,,,,,,,,,,,,,,,,,,,,,
WORD00012,popular,,,,,,popular,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00013,sustainable,,,,,,sustainable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00014,scaling,,,,,,scaling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00015,analyze,,,,,analyze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00016,small,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00017,cases,,,,,,cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00018,text,,,,,,text,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00019,decision,,,,,,decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00020,foundational,,,,,,foundational,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00021,cassava,,,,,,cassava,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00022,different,,,,,,different,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00023,creativity,,,,,,creativity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00024,example,,,,,,example,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00025,ability,,,,ability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00026,inform,,,,,,inform,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00027,attacks,,attacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00028,research,,,,,,research,,,,,,,,,,,,,,,,,,,,,,,,,,research,,
WORD00029,psychological,,,,psychological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00030,vision,,,vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00031,final,,,,,,final,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00032,identified,,,,,identified,identified,,,,,,,,,,,,,,,,,identified,,,,,,,,,,,
WORD00033,limited,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,limited
WORD00034,learnings,,,,,,learnings,,,,,,,,,,,,,,,,,,,,,,,,,,learnings,,
WORD00035,policies,,,,,,policies,,,,,,,,,,,,policies,,,,,,,,,,,,,,,,
WORD00036,pipelines,,,,,,pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00037,misuse,,misuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00038,uses,,,,,,uses,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00039,populate,,,,,populate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00040,organization,,,,,,organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00041,progress,,,,,,progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00042,benchmark,,,,,,benchmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00043,governance,,,,,,,,,governance,,,,,,,,,governance,governance,,,,,,,,,,,,,,,
WORD00044,lessons,,,,,,lessons,,,,,,,,,,,,,,,,,,,,,,,,,,lessons,,
WORD00045,precedents,,,,,,precedents,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00046,philosophy,,,,,,philosophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00047,cadence,,,,,,cadence,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00048,tables,,,,,,tables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00049,robust,,,,,,,,,,,robust,,,,,,,,,,,,,,,,,,,,,,,
WORD00050,regular,,,,,,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00051,kaggle,,,,,,kaggle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00052,performance,,,performance,,,performance,,,,,,,,,,,,,,,performance,,,,,,,,,,,,,
WORD00053,un,,,,,,un,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00054,awareness,,,,,,awareness,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00055,integrating,,,,,integrating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00056,income,,,,income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00057,kennedy,,,,,,kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00058,workflow,,,,,,workflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00059,voices,,,,voices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00060,whose,,,,,,whose,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00061,major,,,,,,major,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00062,korea,,,,,,korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00063,weapons,,,,,,weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00064,raising,,,,,raising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00065,high,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00066,polis,,,,,,polis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00067,present,,,,,,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00068,roles,,,,,,roles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00069,line,,,,,,line,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00070,receive,,,,,receive,receive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00071,hundreds,,,,,,hundreds,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00072,belief,,,,belief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00073,use,,,,,use,use,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00074,science,,,,,,science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00075,said,,,,,,said,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00076,features,,,,,,features,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00077,guiding,,,,,,guiding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00078,check,,,,,check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00079,tutorial,,,,,,tutorial,,,,,,,,,,,,,,,,,,,,,,,,,,tutorial,,
WORD00080,study,,,,,,study,,,,,,,,,,,,,,study,,,,,,,,,,,,,,
WORD00081,released,,,,,released,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00082,enlisted,,,,,enlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00083,documented,,,,,,documented,,,,,,,,,,,,,,,,documented,,,,,,,,,,,,
WORD00084,group,,,,,,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00085,due,,,,,,due,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00086,illustrate,,,,,illustrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00087,opacity,,opacity,,,,,,opacity,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00088,additionally,,,,,,additionally,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00089,googler,,,,googler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00090,inch,,,,,,inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00091,efforts,,,,,,efforts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00092,less,,,,,,less,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00093,testing,,,,,testing,,,,,,testing,,,,,,,,testing,testing,,,,,,,,,,,,,,
WORD00094,engagement,,,,,,engagement,,,,,,,,,,,,,,,,,,,,engagement,engagement,,,,,,,
WORD00095,bsr,,,,,,bsr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00096,cvpr,,,,,,cvpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00097,specialists,,,,,,specialists,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00098,highlights,,,,,highlights,highlights,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00099,codes,,,,,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00100,challenging,,challenging,,,,challenging,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00101,supporting,,,,,,supporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00102,don,,,,,,don,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00103,rights,rights,,,rights,,rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00104,eleven,,,,,,eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00105,bias,,bias,,,,,bias,,,,,,,,,,,,,,,,bias,,,,,,,,,,,
WORD00106,world,,,,,,world,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00107,equity,equity,,,,,,equity,,,,,,,equity,,,equity,,,,,,,,,,,,,,,,,
WORD00108,categories,,,,,,categories,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00109,shaped,,,,,shaped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00110,good,good,,,good,,,,,,,,good,,,,,,,,,,,,,,,,,,,,,,
WORD00111,harness,,,,,harness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00112,gather,,,,,gather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00113,direction,,,,,,direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00114,computer,,,computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00115,experts,,,,,,experts,,,,,,,,,,,,,,,,,,,,experts,,,,,,,,
WORD00116,country,,,,,,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00117,solutions,,,,,,solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00118,validated,,,,,,,,,,,,,,,,,,,,validated,,,,,,,,,,,,,,
WORD00119,individuals,,,,individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00120,hardware,,,hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00121,academic,,,,,,academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00122,teachablemachine,,,teachablemachine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00123,competitions,,,,,,competitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00124,assembly,,,,,,assembly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00125,many,,,,,,many,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00126,customer,,,,,,customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00127,black,,,,black,,black,,,,,,,,,black,,,,,,,,,,,,,,,,,,,
WORD00128,curtailed,,,,,curtailed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00129,societal_impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,societal_impact,,,
WORD00130,include,,,,,include,include,,,,,,,,include,,,,,,,,,,,,,,,,,,,,
WORD00131,paper,,,,,,paper,,,,,,,,,,,,,,,,paper,,,,,,,,,,,,
WORD00132,make,,,,,make,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00133,tunisia,,,,,,tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00134,users,,,,users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00135,presents,,,,,,presents,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00136,consolidating,,,,,consolidating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00137,tts,,,tts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00138,key,,,,,,key,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00139,response,,,,,,response,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00140,assistant,,,,,,assistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00141,revisited,,,,,revisited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00142,material,,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00143,adjusts,,,,,adjusts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00144,india,,,,,,india,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00145,career,,,,career,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00146,house,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00147,called,,,,,,called,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00148,executives,,,,,,executives,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00149,closure,,,,,,closure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00150,pd,,,,,,pd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00151,operationalizing,,,,,,operationalizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00152,bootcamps,,,,,,bootcamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00153,outweigh,,,,,,outweigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00154,consultations,,,,,,consultations,,,,,,,,,,,,,,,,,,,,,consultations,,,,,,,
WORD00155,skills,,,,,,skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00156,published,,,,,published,published,,published,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00157,roundtable,,,,,,roundtable,,,,,,,,,,,,,,,,,,,,,roundtable,,,,,,,
WORD00158,ethicists,,,,ethicists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00159,yearly,,,,,,yearly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00160,projects,,,,,,projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00161,discussions,,,,,,discussions,,,,,,,,,,,,,,,,,,,,,discussions,,,,,,,
WORD00162,simulations,,,,,,simulations,,,,,,,,,,,,,,simulations,,,,,,,,,,,,,,
WORD00163,object,,,,,,object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00164,android,,,android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00165,articles,,,,,,articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00166,safeguards,,,,,,safeguards,,,,safeguards,safeguards,,,,,,,,,,,,,safeguards,,,,,,,,,,
WORD00167,assessment,,,,,,assessment,,,,,,,,,,,,,,assessment,assessment,,,,,,,,,,,,,
WORD00168,uae,,,,,,uae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00169,valuable,,,,,,valuable,,,,,,valuable,,,,,,,,,,,,,,,,,,,,,,
WORD00170,misused,,misused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00171,conference,,,,,,conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00172,given,,,,,,given,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00173,pilots,,,,,,pilots,,,,,,,,,,,,,,pilots,,,,,,,,,,,,,,
WORD00174,offered,,,,,offered,offered,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00175,cut,,,,,,cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00176,every,,,,,,every,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00177,tested,,,,,,tested,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00178,risks,,risks,,,,risks,,,,,,,,,,,,,,,,,risks,,,,,,,risks,,,,
WORD00179,org,,,,,,org,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00180,outout,,,,,,outout,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00181,reduce,,,,,reduce,,,,,,,,,,,,,,,,,,,reduce,,,,,,,,,,
WORD00182,provide,,,,,provide,provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00183,tools,,,tools,,,tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00184,visual,,,,,,visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORD00185,foreseeable,,,,,,foreseeable,,,,,,,,,,,,,,,,,,,,,,,,foreseeable,,,,
